Mod:Item:MetaData, Localized Name
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, 鏡
cfm:mantel_piece, 炉棚
cfm:grand_chair_bottom, 上等な椅子
cfm:candle, ロウソク
cfm:chimney, 煙突
cfm:wreath, リース
cfm:fairy_light, 豆電球
cfm:fire_pit_on, 炉
cfm:trampoline, トランポリン
cfm:crate, かご
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Jungle Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, アウトドア用のいす
cfm:table_outdoor, アウトドア用のテーブル
cfm:grill, グリル
cfm:divingboard_base, 飛び込み板
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, 肉
cfm:item_flesh_cooked, 焼いた肉
cfm:item_cool_pack, 冷却パック
cfm:item_hammer, 金づち
cfm:item_envelope, 封筒
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, 箱
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, インクカートリッジ
cfm:item_bread_slice, 食パン
cfm:item_toast, トースト
cfm:item_knife, 包丁
cfm:item_cup, カップ
cfm:item_drink, item.item_drink.name
cfm:item_soap, スープ
cfm:item_soap_water, 石鹸水
cfm:item_super_soap_water, 高品質の石鹸水
cfm:item_recipe_book, レシピ本
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, 刻んだ丸太
cfm:item_spatula, フライ返し
cfm:item_sausage, ソーセージ
cfm:item_sausage_cooked, 焼いたソーセージ
cfm:item_kebab, 生のケバブ
cfm:item_kebab_cooked, 調理済みのケバブ
cfm:item_crow_bar, バール
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
mekanism:electricbow, エレクトリックボウ
mekanism:dust:0, 鉄の粉
mekanism:dust:1, 金の粉
mekanism:dust:2, オスミウムの粉
mekanism:dust:3, 銅の粉
mekanism:dust:4, 錫の粉
mekanism:dust:5, 銀の粉
mekanism:dust:6, 鉛の粉
mekanism:ingot:0, 精製黒曜石インゴット
mekanism:ingot:1, オスミウムインゴット
mekanism:ingot:2, 青銅インゴット
mekanism:ingot:3, グロウストーンインゴット
mekanism:ingot:4, 鋼鉄インゴット
mekanism:ingot:5, 銅インゴット
mekanism:ingot:6, 錫インゴット
mekanism:nugget:0, 精製黒曜石ナゲット
mekanism:nugget:1, オスミウムナゲット
mekanism:nugget:2, 青銅ナゲット
mekanism:nugget:3, グロウストーンナゲット
mekanism:nugget:4, 鋼鉄ナゲット
mekanism:nugget:5, 銅ナゲット
mekanism:nugget:6, 錫ナゲット
mekanism:energytablet, エネルギータブレット
mekanism:speedupgrade, スピードアップグレード
mekanism:energyupgrade, エネルギーアップグレード
mekanism:filterupgrade, フィルターアップグレード
mekanism:mufflingupgrade, 消音アップグレード
mekanism:gasupgrade, ガスアップグレード
mekanism:anchorupgrade, アンカーアップグレード
mekanism:robit, ロビット
mekanism:atomicdisassembler, アトミックディスアセンブラー
mekanism:enrichedalloy, 濃縮合金
mekanism:reinforcedalloy, 強化合金
mekanism:atomicalloy, 原子合金
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, 基本制御回路
mekanism:controlcircuit:1, 発展制御回路
mekanism:controlcircuit:2, 精鋭制御回路
mekanism:controlcircuit:3, 究極制御回路
mekanism:enrichediron, 濃縮鉄
mekanism:compressedcarbon, 圧縮炭素
mekanism:compressedredstone, 圧縮レッドストーン
mekanism:compresseddiamond, 圧縮ダイヤモンド
mekanism:compressedobsidian, 圧縮黒曜石
mekanism:portableteleporter, ポータブルテレポーター
mekanism:teleportationcore, テレポーテーションコア
mekanism:clump:0, 鉄の塊
mekanism:clump:1, 金の塊
mekanism:clump:2, オスミウムの塊
mekanism:clump:3, 銅の塊
mekanism:clump:4, 錫の塊
mekanism:clump:5, 銀の塊
mekanism:clump:6, 鉛の塊
mekanism:dirtydust:0, 汚れた鉄の粉
mekanism:dirtydust:1, 汚れた金の粉
mekanism:dirtydust:2, 汚れたオスミウムの粉
mekanism:dirtydust:3, 汚れた銅の粉
mekanism:dirtydust:4, 汚れた錫の粉
mekanism:dirtydust:5, 汚れた銀の粉
mekanism:dirtydust:6, 汚れた鉛の粉
mekanism:configurator, コンフィギュレーター
mekanism:networkreader, ネットワークリーダー
mekanism:walkietalkie, トランシーバー
mekanism:jetpack, ジェットパック
mekanism:dictionary, 鉱石辞書
mekanism:gasmask, ガスマスク
mekanism:scubatank, 潜水タンク
mekanism:balloon:0, §8黒色 風船
mekanism:balloon:1, §c赤色 風船
mekanism:balloon:2, §2緑色 風船
mekanism:balloon:3, §6茶色 風船
mekanism:balloon:4, §1青色 風船
mekanism:balloon:5, §5紫色 風船
mekanism:balloon:6, §3水色 風船
mekanism:balloon:7, §7薄灰色 風船
mekanism:balloon:8, §8灰色 風船
mekanism:balloon:9, §d桃色 風船
mekanism:balloon:10, §a黄緑色 風船
mekanism:balloon:11, §e黄色 風船
mekanism:balloon:12, §9空色 風船
mekanism:balloon:13, §d赤紫色 風船
mekanism:balloon:14, §6橙色 風船
mekanism:balloon:15, §f白色 風船
mekanism:shard:0, 鉄の欠片
mekanism:shard:1, 金の欠片
mekanism:shard:2, オスミウムの欠片
mekanism:shard:3, 銅の欠片
mekanism:shard:4, 錫の欠片
mekanism:shard:5, 銀の欠片
mekanism:shard:6, 鉛の欠片
mekanism:electrolyticcore, 電解コア
mekanism:sawdust, おがくず
mekanism:salt, 塩
mekanism:crystal:0, 鉄の結晶
mekanism:crystal:1, 金の結晶
mekanism:crystal:2, オスミウムの結晶
mekanism:crystal:3, 銅の結晶
mekanism:crystal:4, 錫の結晶
mekanism:crystal:5, 銀の結晶
mekanism:crystal:6, 鉛の結晶
mekanism:freerunners, フリーランナー
mekanism:armoredjetpack, アーマードジェットパック
mekanism:configurationcard, 設定カード
mekanism:craftingformula, クラフトレシピ
mekanism:seismicreader, 弾性波解析器
mekanism:substrate, 基質
mekanism:polyethene:0, 高密度ポリエチレンのペレット
mekanism:polyethene:1, 高密度ポリエチレンの棒
mekanism:polyethene:2, 高密度ポリエチレンのシート
mekanism:polyethene:3, プラスチック
mekanism:biofuel, バイオ燃料
mekanism:flamethrower, 火炎放射器
mekanism:gaugedropper, 計量スポイト
mekanism:tierinstaller:0, 基本ランクインストーラー
mekanism:tierinstaller:1, 発展ランクインストーラー
mekanism:tierinstaller:2, 精鋭ランクインストーラー
mekanism:tierinstaller:3, 究極ランクインストーラー
mekanism:otherdust:0, ダイヤモンドの粉
mekanism:otherdust:1, 鋼鉄の粉
mekanism:otherdust:3, 硫黄の粉
mekanism:otherdust:4, リチウムの粉
mekanism:otherdust:5, 精製黒曜石の粉
mekanism:otherdust:6, 黒曜石の粉
mekanism:basicblock:0, オスミウムブロック
mekanism:basicblock:1, 青銅ブロック
mekanism:basicblock:2, 精製黒曜石
mekanism:basicblock:3, 木炭ブロック
mekanism:basicblock:4, 精製グロウストーン
mekanism:basicblock:5, 鋼鉄ブロック
mekanism:basicblock:6, 基本ビン
mekanism:basicblock:6, 発展ビン
mekanism:basicblock:6, 精鋭ビン
mekanism:basicblock:6, 究極ビン
mekanism:basicblock:6, クリエイティブビン
mekanism:basicblock:7, テレポーターフレーム
mekanism:basicblock:8, 鋼鉄ケース
mekanism:basicblock:9, ダイナミックタンク
mekanism:basicblock:10, 構造用ガラス
mekanism:basicblock:11, ダイナミックバルブ
mekanism:basicblock:12, 銅ブロック
mekanism:basicblock:13, 錫ブロック
mekanism:basicblock:14, 加温蒸発濃縮コントローラー
mekanism:basicblock:15, 加温蒸発濃縮バルブ
mekanism:basicblock2:0, 加温蒸発濃縮ブロック
mekanism:basicblock2:1, インダクションケース
mekanism:basicblock2:2, インダクションポート
mekanism:basicblock2:3, 基本インダクションセル
mekanism:basicblock2:3, 発展インダクションセル
mekanism:basicblock2:3, 精鋭インダクションセル
mekanism:basicblock2:3, 究極インダクションセル
mekanism:basicblock2:4, 基本インダクションプロバイダー
mekanism:basicblock2:4, 発展インダクションプロバイダー
mekanism:basicblock2:4, 精鋭インダクションプロバイダー
mekanism:basicblock2:4, 究極インダクションプロバイダー
mekanism:basicblock2:5, 発熱ブロック
mekanism:basicblock2:6, 減圧ブロック
mekanism:basicblock2:7, ボイラーケース
mekanism:basicblock2:8, ボイラーバルブ
mekanism:basicblock2:9, セキュリティーデスク
mekanism:machineblock:0, 品質向上チャンバー
mekanism:machineblock:1, オスミウム圧縮機
mekanism:machineblock:2, 結合機
mekanism:machineblock:3, 粉砕機
mekanism:machineblock:4, デジタルマイナー
mekanism:machineblock:5, 基本 製錬 ファクトリー
mekanism:machineblock:5, 基本 品質向上 ファクトリー
mekanism:machineblock:5, 基本 粉砕 ファクトリー
mekanism:machineblock:5, 基本 オスミウム圧縮 ファクトリー
mekanism:machineblock:5, 基本 結合 ファクトリー
mekanism:machineblock:5, 基本 浄化 ファクトリー
mekanism:machineblock:5, 基本 薬液注入 ファクトリー
mekanism:machineblock:5, 基本 冶金注入 ファクトリー
mekanism:machineblock:5, 基本 製材 ファクトリー
mekanism:machineblock:6, 発展 製錬 ファクトリー
mekanism:machineblock:6, 発展 品質向上 ファクトリー
mekanism:machineblock:6, 発展 粉砕 ファクトリー
mekanism:machineblock:6, 発展 オスミウム圧縮 ファクトリー
mekanism:machineblock:6, 発展 結合 ファクトリー
mekanism:machineblock:6, 発展 浄化 ファクトリー
mekanism:machineblock:6, 発展 薬液注入 ファクトリー
mekanism:machineblock:6, 発展 冶金注入 ファクトリー
mekanism:machineblock:6, 発展 製材 ファクトリー
mekanism:machineblock:7, 精鋭 製錬 ファクトリー
mekanism:machineblock:7, 精鋭 品質向上 ファクトリー
mekanism:machineblock:7, 精鋭 粉砕 ファクトリー
mekanism:machineblock:7, 精鋭 オスミウム圧縮 ファクトリー
mekanism:machineblock:7, 精鋭 結合 ファクトリー
mekanism:machineblock:7, 精鋭 浄化 ファクトリー
mekanism:machineblock:7, 精鋭 薬液注入 ファクトリー
mekanism:machineblock:7, 精鋭 冶金注入 ファクトリー
mekanism:machineblock:7, 精鋭 製材 ファクトリー
mekanism:machineblock:8, 冶金注入機
mekanism:machineblock:9, 浄化チャンバー
mekanism:machineblock:10, 電動製錬炉
mekanism:machineblock:11, テレポーター
mekanism:machineblock:12, 電動ポンプ
mekanism:machineblock:13, パーソナルチェスト
mekanism:machineblock:14, 充電パッド
mekanism:machineblock:15, 物流ソーター
mekanism:machineblock2:0, 回転式流体凝縮器
mekanism:machineblock2:1, 化学酸化機
mekanism:machineblock2:2, 化学混成機
mekanism:machineblock2:3, 化学注入室
mekanism:machineblock2:4, 電解分離機
mekanism:machineblock2:5, 精密製材機
mekanism:machineblock2:6, 化学溶解機
mekanism:machineblock2:7, 化学洗浄機
mekanism:machineblock2:8, 化学結晶化装置
mekanism:machineblock2:9, 弾性波発振装置
mekanism:machineblock2:10, 加圧反応室
mekanism:machineblock2:11, 基本液体タンク
mekanism:machineblock2:11, 発展液体タンク
mekanism:machineblock2:11, 精鋭液体タンク
mekanism:machineblock2:11, 究極液体タンク
mekanism:machineblock2:11, クリエイティブ液体タンク
mekanism:machineblock2:12, 流体再供給機
mekanism:machineblock2:13, レーザー
mekanism:machineblock2:14, レーザー増幅器
mekanism:machineblock2:15, レーザートラクタービーム
mekanism:machineblock3:0, 量子もつれ転送機
mekanism:machineblock3:1, 太陽中性子反応機
mekanism:machineblock3:3, 鉱石統合器
mekanism:machineblock3:4, 抵抗型発熱器
mekanism:machineblock3:5, 組立機
mekanism:machineblock3:6, 薪木ストーブ
mekanism:oreblock:0, オスミウム鉱石
mekanism:oreblock:1, 銅鉱石
mekanism:oreblock:2, 錫鉱石
mekanism:energycube:0, 基本エネルギーキューブ
mekanism:energycube:0, 基本エネルギーキューブ
mekanism:energycube:0, 発展エネルギーキューブ
mekanism:energycube:0, 発展エネルギーキューブ
mekanism:energycube:0, 精鋭エネルギーキューブ
mekanism:energycube:0, 精鋭エネルギーキューブ
mekanism:energycube:0, 究極エネルギーキューブ
mekanism:energycube:0, 究極エネルギーキューブ
mekanism:energycube:0, クリエイティブエネルギーキューブ
mekanism:energycube:0, クリエイティブエネルギーキューブ
mekanism:transmitter:0, 基本ユニバーサルケーブル
mekanism:transmitter:0, 発展ユニバーサルケーブル
mekanism:transmitter:0, 精鋭ユニバーサルケーブル
mekanism:transmitter:0, 究極ユニバーサルケーブル
mekanism:transmitter:1, 基本メカニカルパイプ
mekanism:transmitter:1, 発展メカニカルパイプ
mekanism:transmitter:1, 精鋭メカニカルパイプ
mekanism:transmitter:1, 究極メカニカルパイプ
mekanism:transmitter:2, 基本加圧チューブ
mekanism:transmitter:2, 発展加圧チューブ
mekanism:transmitter:2, 精鋭加圧チューブ
mekanism:transmitter:2, 究極加圧チューブ
mekanism:transmitter:3, 基本物流トランスポーター
mekanism:transmitter:3, 発展物流トランスポーター
mekanism:transmitter:3, 精鋭物流トランスポーター
mekanism:transmitter:3, 究極物流トランスポーター
mekanism:transmitter:4, 制限トランスポーター
mekanism:transmitter:5, 迂回トランスポーター
mekanism:transmitter:6, 基本熱力学的伝導体
mekanism:transmitter:6, 発展熱力学的伝導体
mekanism:transmitter:6, 精鋭熱力学的伝導体
mekanism:transmitter:6, 究極熱力学的伝導体
mekanism:obsidiantnt, 黒曜石TNT
mekanism:boundingblock, プレースホルダー
mekanism:gastank:0, 基本ガスタンク
mekanism:gastank:0, 発展ガスタンク
mekanism:gastank:0, 精鋭ガスタンク
mekanism:gastank:0, 究極ガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:gastank:0, クリエイティブガスタンク
mekanism:cardboardbox, 段ボール箱
mekanism:glowpanel:0, §8黒色 発光パネル
mekanism:glowpanel:1, §c赤色 発光パネル
mekanism:glowpanel:2, §2緑色 発光パネル
mekanism:glowpanel:3, §6茶色 発光パネル
mekanism:glowpanel:4, §1青色 発光パネル
mekanism:glowpanel:5, §5紫色 発光パネル
mekanism:glowpanel:6, §3水色 発光パネル
mekanism:glowpanel:7, §7薄灰色 発光パネル
mekanism:glowpanel:8, §8灰色 発光パネル
mekanism:glowpanel:9, §d桃色 発光パネル
mekanism:glowpanel:10, §a黄緑色 発光パネル
mekanism:glowpanel:11, §e黄色 発光パネル
mekanism:glowpanel:12, §9空色 発光パネル
mekanism:glowpanel:13, §d赤紫色 発光パネル
mekanism:glowpanel:14, §6橙色 発光パネル
mekanism:glowpanel:15, §f白色 発光パネル
mekanism:plasticblock:0, §8黒色 プラスチックブロック
mekanism:plasticblock:1, §c赤色 プラスチックブロック
mekanism:plasticblock:2, §2緑色 プラスチックブロック
mekanism:plasticblock:3, §6茶色 プラスチックブロック
mekanism:plasticblock:4, §1青色 プラスチックブロック
mekanism:plasticblock:5, §5紫色 プラスチックブロック
mekanism:plasticblock:6, §3水色 プラスチックブロック
mekanism:plasticblock:7, §7薄灰色 プラスチックブロック
mekanism:plasticblock:8, §8灰色 プラスチックブロック
mekanism:plasticblock:9, §d桃色 プラスチックブロック
mekanism:plasticblock:10, §a黄緑色 プラスチックブロック
mekanism:plasticblock:11, §e黄色 プラスチックブロック
mekanism:plasticblock:12, §9空色 プラスチックブロック
mekanism:plasticblock:13, §d赤紫色 プラスチックブロック
mekanism:plasticblock:14, §6橙色 プラスチックブロック
mekanism:plasticblock:15, §f白色 プラスチックブロック
mekanism:slickplasticblock:0, §8黒色 滑らかなプラスチックブロック
mekanism:slickplasticblock:1, §c赤色 滑らかなプラスチックブロック
mekanism:slickplasticblock:2, §2緑色 滑らかなプラスチックブロック
mekanism:slickplasticblock:3, §6茶色 滑らかなプラスチックブロック
mekanism:slickplasticblock:4, §1青色 滑らかなプラスチックブロック
mekanism:slickplasticblock:5, §5紫色 滑らかなプラスチックブロック
mekanism:slickplasticblock:6, §3水色 滑らかなプラスチックブロック
mekanism:slickplasticblock:7, §7薄灰色 滑らかなプラスチックブロック
mekanism:slickplasticblock:8, §8灰色 滑らかなプラスチックブロック
mekanism:slickplasticblock:9, §d桃色 滑らかなプラスチックブロック
mekanism:slickplasticblock:10, §a黄緑色 滑らかなプラスチックブロック
mekanism:slickplasticblock:11, §e黄色 滑らかなプラスチックブロック
mekanism:slickplasticblock:12, §9空色 滑らかなプラスチックブロック
mekanism:slickplasticblock:13, §d赤紫色 滑らかなプラスチックブロック
mekanism:slickplasticblock:14, §6橙色 滑らかなプラスチックブロック
mekanism:slickplasticblock:15, §f白色 滑らかなプラスチックブロック
mekanism:glowplasticblock:0, §8黒色 輝くプラスチックブロック
mekanism:glowplasticblock:1, §c赤色 輝くプラスチックブロック
mekanism:glowplasticblock:2, §2緑色 輝くプラスチックブロック
mekanism:glowplasticblock:3, §6茶色 輝くプラスチックブロック
mekanism:glowplasticblock:4, §1青色 輝くプラスチックブロック
mekanism:glowplasticblock:5, §5紫色 輝くプラスチックブロック
mekanism:glowplasticblock:6, §3水色 輝くプラスチックブロック
mekanism:glowplasticblock:7, §7薄灰色 輝くプラスチックブロック
mekanism:glowplasticblock:8, §8灰色 輝くプラスチックブロック
mekanism:glowplasticblock:9, §d桃色 輝くプラスチックブロック
mekanism:glowplasticblock:10, §a黄緑色 輝くプラスチックブロック
mekanism:glowplasticblock:11, §e黄色 輝くプラスチックブロック
mekanism:glowplasticblock:12, §9空色 輝くプラスチックブロック
mekanism:glowplasticblock:13, §d赤紫色 輝くプラスチックブロック
mekanism:glowplasticblock:14, §6橙色 輝くプラスチックブロック
mekanism:glowplasticblock:15, §f白色 輝くプラスチックブロック
mekanism:reinforcedplasticblock:0, §8黒色 強化プラスチックブロック
mekanism:reinforcedplasticblock:1, §c赤色 強化プラスチックブロック
mekanism:reinforcedplasticblock:2, §2緑色 強化プラスチックブロック
mekanism:reinforcedplasticblock:3, §6茶色 強化プラスチックブロック
mekanism:reinforcedplasticblock:4, §1青色 強化プラスチックブロック
mekanism:reinforcedplasticblock:5, §5紫色 強化プラスチックブロック
mekanism:reinforcedplasticblock:6, §3水色 強化プラスチックブロック
mekanism:reinforcedplasticblock:7, §7薄灰色 強化プラスチックブロック
mekanism:reinforcedplasticblock:8, §8灰色 強化プラスチックブロック
mekanism:reinforcedplasticblock:9, §d桃色 強化プラスチックブロック
mekanism:reinforcedplasticblock:10, §a黄緑色 強化プラスチックブロック
mekanism:reinforcedplasticblock:11, §e黄色 強化プラスチックブロック
mekanism:reinforcedplasticblock:12, §9空色 強化プラスチックブロック
mekanism:reinforcedplasticblock:13, §d赤紫色 強化プラスチックブロック
mekanism:reinforcedplasticblock:14, §6橙色 強化プラスチックブロック
mekanism:reinforcedplasticblock:15, §f白色 強化プラスチックブロック
mekanism:roadplasticblock:0, §8黒色 プラスチックロード
mekanism:roadplasticblock:1, §c赤色 プラスチックロード
mekanism:roadplasticblock:2, §2緑色 プラスチックロード
mekanism:roadplasticblock:3, §6茶色 プラスチックロード
mekanism:roadplasticblock:4, §1青色 プラスチックロード
mekanism:roadplasticblock:5, §5紫色 プラスチックロード
mekanism:roadplasticblock:6, §3水色 プラスチックロード
mekanism:roadplasticblock:7, §7薄灰色 プラスチックロード
mekanism:roadplasticblock:8, §8灰色 プラスチックロード
mekanism:roadplasticblock:9, §d桃色 プラスチックロード
mekanism:roadplasticblock:10, §a黄緑色 プラスチックロード
